PC1,PC2,Cluster,Age
0.7701076132666731,-1.2018552181727138,1,65-74
-0.9179771456217294,-0.43942336295508094,3,55-64
0.327747365417346,-0.6342230857450182,1,75 or older
0.7701076132666731,-1.2018552181727138,1,55-64
-0.13175015908304857,-0.15049570343037946,1,65-74
-0.09014769838436537,-0.8621387100690704,1,65-74
0.12621496286218273,-1.637283458513951,1,65-74
-0.05772183397069073,-0.7791398710587243,1,55-64
-0.05772183397069073,-0.7791398710587243,1,65-74
2.704758736511723,-0.9267802846568428,2,65-74
3.553396165520063,-1.9504943599261122,2,55-64
-1.9585397586639763,-1.2100501278007578,3,55-64
-1.3575570769235412,-1.1888003383326786,3,65-74
0.7701076132666731,-1.2018552181727138,1,75 or older
1.984389802913851,-1.2048659716648806,1,75 or older
-0.1330576670484206,-1.2763171609422284,1,55-64
-0.7628354103736223,-2.3357965367815563,3,65-74
4.201616602991685,-2.229134701822909,2,75 or older
-1.3354814894781937,-0.9343048780686757,3,65-74
-0.09940096234236934,-2.663309121903144,1,
-0.7595428428776895,-1.5964994916734625,3,65-74
0.5109771825777523,-0.2117182451198913,1,65-74
-0.03649673280673602,-0.8864227712391118,1,55-64
-1.9585397586639763,-1.2100501278007578,3,65-74
-1.9207235656913024,-1.2467884168511263,3,65-74
-1.3953732698962151,-1.1520620492823104,3,55-64
3.3783366505684325,-1.6472536976078207,2,35-44
3.58534033320167,-0.20987836610199054,2,35-44
-2.15468183266014,-2.332847628630405,3,65-74
1.1630442037629147,-1.6244591603165117,1,45-54
-1.9585397586639763,-1.2100501278007578,3,65-74
-1.3066864278934271,0.10392470830257318,3,55-64
-1.1519354125905672,-1.5254825747343597,3,75 or older
-0.354810656853968,-0.3814352844366335,3,65-74
-1.095541378261069,-0.4394852082960963,3,65-74
0.5193673498639395,0.7135609166333622,1,65-74
2.6833833683709747,-1.8346574037330161,2,75 or older
4.990997743895199,-1.1686635576427848,2,55-64
2.3802092792702143,-1.2314458076048316,2,65-74
-1.38583988755989,-0.17072377179054038,3,75 or older
-0.3967515077843139,0.13562851773249784,3,65-74
0.04706150319571991,-1.9119319386070643,1,55-64
-1.095541378261069,-0.4394852082960963,3,65-74
2.604026213724143,-0.9044007257293996,2,45-54
-1.1519354125905672,-1.5254825747343597,3,65-74
2.9642781750460183,-1.487459302028474,2,45-54
-1.067240707489986,-1.1047540789426447,3,55-64
-0.4878221749356921,-2.9879965836676505,3,65-74
-1.5915153438923786,-2.2748595501119575,3,55-64
-1.9207235656913024,-1.2467884168511263,3,45-54
-0.5887689238228061,-1.467494496215912,3,35-44
-1.9585397586639763,-1.2100501278007578,3,55-64
5.730883939171024,-0.8868320059696986,2,55-64
-0.5479727470697998,-0.8677594645461584,3,65-74
0.2998321329453945,0.33169167147877837,1,65-74
-0.41538737671943665,0.20922075716068644,3,75 or older
-0.20418429950877995,-1.5305170543548035,1,75 or older
-0.8967520444577747,-0.5467062631354684,3,65-74
-1.1519354125905672,-1.5254825747343597,3,65-74
2.413865983976266,-2.6184377685657467,1,65-74
-0.364035950236926,-1.725903052001385,3,55-64
-2.15468183266014,-2.332847628630405,3,65-74
-0.09014769838436537,-0.8621387100690704,1,55-64
-1.9207235656913024,-1.2467884168511263,3,65-74
0.7701076132666731,-1.2018552181727138,1,45-54
2.6645438044554832,-0.5561600062080975,2,75 or older
-2.15468183266014,-2.332847628630405,3,65-74
0.849005033183612,-1.8237262751483996,1,55-64
-0.2916801009395286,-1.8651990828380032,1,55-64
0.36446668489560935,-1.288578126702372,1,45-54
-1.3953732698962151,-1.1520620492823104,3,55-64
0.890913854185107,-0.5762350072265706,1,55-64
-1.095541378261069,-0.4394852082960963,3,65-74
-0.8101311936831065,-0.8395785104998595,3,45-54
2.6420084822802434,-0.5022698454441701,2,55-64
-2.15468183266014,-2.332847628630405,3,55-64
-0.8967520444577747,-0.5467062631354684,3,75 or older
-1.3953732698962151,-1.1520620492823104,3,35-44
-1.1519354125905672,-1.5254825747343597,3,65-74
1.1630442037629147,-1.6244591603165117,1,75 or older
1.3460727241737636,0.0449016382080004,1,45-54
0.11083721194120628,-0.8856945893268198,1,35-44
-0.09014769838436537,-0.8621387100690704,1,65-74
-1.1393394154820298,0.18849262276097173,3,35-44
1.0166739776233213,-0.1643484294392101,1,45-54
0.3751762054672149,-2.2174316641629885,1,35-44
-0.32410596535320324,-1.9481979218483492,1,65-74
-2.15468183266014,-2.332847628630405,3,55-64
0.2485939057508828,-0.9088715658381317,1,65-74
0.9540444100995465,-2.05999880562794,1,55-64
-0.7340403487888559,-1.2975669504103076,3,75 or older
-1.3953732698962151,-1.1520620492823104,3,65-74
-0.9679448237581788,0.05719185253351193,3,65-74
-2.15468183266014,-2.332847628630405,3,75 or older
0.8748909504330834,-2.3346472857210534,1,65-74
-1.0566316657609667,-1.1987949050513713,3,35-44
-1.9585397586639763,-1.2100501278007578,3,65-74
-1.38583988755989,-0.17072377179054038,3,75 or older
0.7701076132666731,-1.2018552181727138,1,65-74
-1.1519354125905672,-1.5254825747343597,3,55-64
0.2742294565801014,-0.6969295767112508,1,45-54
-1.5799906156990646,-1.2335441617174916,3,65-74
0.11898405046355792,-0.771020750692115,1,55-64
-1.9585397586639763,-1.2100501278007578,3,25-34
-0.7214443516803186,0.41640824708502405,3,55-64
-0.8131938084553187,-1.5722154305034208,3,65-74
-0.022622451274712352,-0.7730330969773422,1,55-64
-1.5421744227263907,-1.27028245076786,3,35-44
-0.9175864256764824,-0.7063892537446235,3,55-64
0.5338824874146174,0.7747470316326961,1,55-64
-1.9585397586639763,-1.2100501278007578,3,65-74
-0.3952987446536072,-1.3442998061793687,3,65-74
0.5713182794633787,-1.0946341633333416,1,55-64
-1.3953732698962151,-1.1520620492823104,3,35-44
-1.9585397586639763,-1.2100501278007578,3,55-64
-1.9585397586639763,-1.2100501278007578,3,55-64
0.7701076132666731,-1.2018552181727138,1,65-74
-0.8967520444577747,-0.5467062631354684,3,45-54
-1.9207235656913024,-1.2467884168511263,3,45-54
-0.1406285425201212,0.14697608790835667,1,55-64
2.8257792035296903,-1.799282602234995,2,35-44
-0.32410596535320324,-1.9481979218483492,1,75 or older
-0.8101311936831065,-0.8395785104998595,3,75 or older
-1.3732976824508676,-0.897566589018307,3,75 or older
0.34583081596048654,-1.2149858872741832,1,65-74
-1.1614150029273773,-0.0660028375030316,3,45-54
-0.9492780264500346,-2.0383865907838357,3,55-64
-1.9585397586639763,-1.2100501278007578,3,55-64
-0.8967520444577747,-0.5467062631354684,3,55-64
1.1630442037629147,-1.6244591603165117,1,55-64
2.3401263863328072,-1.04063314405565,2,
-1.1393394154820298,0.18849262276097173,3,35-44
-1.9585397586639763,-1.2100501278007578,3,55-64
0.34000727230167155,-3.4107119307816394,1,55-64
-0.9116045814281954,-1.2976287957513233,3,65-74
-1.6197981545287279,-1.256782983569819,3,75 or older
1.9796147105199489,-0.2371372850178839,2,75 or older
-1.9585397586639763,-1.2100501278007578,3,65-74
-2.15468183266014,-2.332847628630405,3,65-74
0.38364700893316045,-1.251724176324552,1,25-34
1.2296554583203554,-0.6229678629956319,1,55-64
-1.9207235656913024,-1.2467884168511263,3,65-74
-1.3066864278934271,0.10392470830257318,3,55-64
2.057820587328896,-1.65788018187896,1,55-64
3.3413612913406454,-1.889418193719266,2,55-64
0.38273040741797654,0.18172534457447675,1,65-74
-0.7214443516803186,0.41640824708502405,3,65-74
0.937262413665651,0.9414765409574144,1,75 or older
3.5895398826777765,-1.4978845121847542,2,75 or older
-0.13046840321333525,-0.37287794943256364,1,75 or older
-0.9179771456217294,-0.43942336295508094,3,75 or older
-0.8487479119725713,0.6725063528715812,0,45-54
-1.9207235656913024,-1.2467884168511263,3,65-74
-0.5580104403225264,-0.5934391189045297,3,45-54
-2.15468183266014,-2.332847628630405,3,75 or older
0.3996356180611527,-0.09529786008372099,1,55-64
2.183245028995933,-0.6337966323222607,2,55-64
-0.8332824405211483,-0.018694867163365828,3,45-54
-1.3294996452299068,-1.5255444200753754,3,65-74
-2.15468183266014,-2.332847628630405,3,65-74
-0.5761729267142688,0.24648070127941926,3,45-54
-0.09014769838436537,-0.8621387100690704,1,65-74
0.04398880328272805,0.228458200343538,1,65-74
0.3151261244597217,0.35177675013753257,1,35-44
1.6720157061696825,-1.1905999954233277,1,65-74
-1.9585397586639763,-1.2100501278007578,3,65-74
-1.3066864278934271,0.10392470830257318,3,55-64
3.4442684577117264,-1.3279569663791495,2,55-64
-1.1393394154820298,0.18849262276097173,3,75 or older
2.8983040592530958,-1.5629482264144385,2,45-54
-1.9585397586639763,-1.2100501278007578,3,45-54
-1.1519354125905672,-1.5254825747343597,3,65-74
-1.1614150029273773,-0.0660028375030316,3,55-64
-1.9585397586639763,-1.2100501278007578,3,55-64
1.0717627923966815,0.5329595186925234,1,55-64
-1.3066864278934271,0.10392470830257318,3,55-64
-0.9492780264500346,-2.0383865907838357,3,55-64
-0.41691746531366336,-2.7238591663144693,1,55-64
-1.1614150029273773,-0.0660028375030316,3,55-64
1.4665399170700106,-1.3412533452193287,1,65-74
-2.15468183266014,-2.332847628630405,3,65-74
-0.4713895895478579,-0.8863113662689208,3,65-74
-2.15468183266014,-2.332847628630405,3,65-74
-1.1614150029273773,-0.0660028375030316,3,55-64
-1.9585397586639763,-1.2100501278007578,3,75 or older
1.6590550851849097,1.5472704814361484,2,55-64
1.0993158350655965,-2.2299263514335443,1,
1.497774740911646,-2.1795592353106668,1,65-74
-1.3480774865867307,-2.6482800755640072,3,35-44
0.7701076132666731,-1.2018552181727138,1,55-64
-0.07955976844295991,1.5765036586758225,0,65-74
0.9037361776724503,-2.1229099587966402,1,
2.6384427590409114,-2.575051690743744,1,55-64
1.1020589038174646,-1.1196449238252406,1,65-74
-0.2916801009395286,-1.8651990828380032,1,55-64
-1.38583988755989,-0.17072377179054038,3,55-64
3.327978252486736,-0.8836725913296848,2,65-74
-1.9207235656913024,-1.2467884168511263,3,55-64
-0.09014769838436537,-0.8621387100690704,1,45-54
0.07810524271867178,-1.4669193816453077,1,65-74
-0.2889370321876598,-0.7549176552296982,3,35-44
0.877634019184952,-1.2243658581127492,1,65-74
-1.0107886455821893,-1.2150846074212016,3,65-74
0.13174749064286478,-1.1278499110935654,1,75 or older
0.2485939057508828,-0.9088715658381317,1,65-74
-0.8967520444577747,-0.5467062631354684,3,55-64
-0.3335855556900133,-0.48871818461702093,3,35-44
-0.697812271988707,-3.071057268019011,3,45-54
-0.33939910113779265,-1.9618008967589025,1,35-44
-1.1393394154820298,0.18849262276097173,3,65-74
0.3337619933948444,0.27818451070934397,1,45-54
-1.7367867688584284,-2.1049320043063524,3,75 or older
5.496925672202186,-1.9728912177489777,2,35-44
-0.0766457725841883,0.16248790139162522,1,55-64
2.0187841375110342,-1.2168842645118505,1,65-74
1.081070717681974,-1.486170130533035,1,45-54
-1.1614150029273773,-0.0660028375030316,3,45-54
-0.5130423707998291,-1.2372830971219504,3,65-74
-1.9585397586639763,-1.2100501278007578,3,65-74
0.014635638782044996,-1.9949307776174103,1,55-64
0.44333784633737516,-3.0635756744181126,1,35-44
-0.8643261800441001,-0.4637074241251224,3,65-74
-1.095541378261069,-0.4394852082960963,3,45-54
5.730883939171024,-0.8868320059696986,2,75 or older
2.5638820027408875,0.8160166726418596,2,45-54
-1.3480774865867307,-2.6482800755640072,3,65-74
0.33069937862263205,-0.4544524092942175,1,65-74
-0.9175864256764824,-0.7063892537446235,3,35-44
2.9896284698525646,-0.8464744925519675,2,55-64
-1.3066864278934271,0.10392470830257318,3,65-74
-1.9585397586639763,-1.2100501278007578,3,55-64
-0.8332824405211483,-0.018694867163365828,3,75 or older
-2.15468183266014,-2.332847628630405,3,65-74
1.7342375197367796,-1.546022495117526,1,55-64
-0.09014769838436537,-0.8621387100690704,1,75 or older
0.04398880328272805,0.228458200343538,1,35-44
-0.9179771456217294,-0.43942336295508094,3,65-74
0.08116785749088398,-0.7342824616417463,1,65-74
-2.15468183266014,-2.332847628630405,3,75 or older
-1.095541378261069,-0.4394852082960963,3,55-64
-0.9179771456217294,-0.43942336295508094,3,65-74
-0.7435199391256659,0.16191278682102067,3,75 or older
-0.8967520444577747,-0.5467062631354684,3,
0.028119704447488052,-1.3231118620523052,1,55-64
-1.3066864278934271,0.10392470830257318,3,45-54
1.1213914225109438,-1.9754308911695417,1,65-74
-1.1519354125905672,-1.5254825747343597,3,75 or older
-0.8967520444577747,-0.5467062631354684,3,55-64
2.6478242509451033,-1.532378556786468,2,65-74
-0.26333435582236675,0.2737035929603309,3,45-54
-2.15468183266014,-2.332847628630405,3,55-64
-0.8005978113467817,0.14175976699191045,3,75 or older
-1.9207235656913024,-1.2467884168511263,3,45-54
1.3863934290027335,-0.44435912242850634,1,45-54
-1.147092576261159,-2.6718359548217556,3,75 or older
-1.9207235656913024,-1.2467884168511263,3,65-74
1.9017955231813335,-2.065033285248384,1,55-64
-0.8967520444577747,-0.5467062631354684,3,65-74
-2.15468183266014,-2.332847628630405,3,
0.924570558891158,-1.9632269681874859,1,35-44
1.876837049875864,-2.7155528517162346,1,65-74
-0.955837983846022,0.15780788828498343,3,75 or older
-0.10500023535478609,-1.6130612426849251,1,65-74
1.5822444871207637,-1.0078541176859301,1,65-74
2.309082646809855,-1.4856457010174067,1,65-74
1.252685261162653,-2.2687266937434107,1,45-54
2.765972143484205,-1.5982079626146903,2,
-0.48885817346743027,4.874898734541595,0,45-54
-1.69608766240386,2.1626548467234192,0,45-54
2.246648740653772,-0.7840756305321497,2,45-54
2.99297274550417,-0.8982010108362548,2,65-74
-0.8643261800441001,-0.4637074241251224,3,65-74
2.91520832323913,-0.20829556793227877,2,65-74
-0.9179771456217294,-0.43942336295508094,3,65-74
0.8586068864583905,-0.034250462825769074,1,65-74
0.026972871129890354,-0.35841137526700906,1,65-74
0.5432699902510422,-0.04172885397327114,1,45-54
-0.5792355414864809,-0.48615621872414216,3,55-64
0.4903252842747092,0.9673522394653024,0,75 or older
-0.14893204938730278,1.3673526008573025,0,
-0.7214443516803186,0.41640824708502405,3,55-64
-0.9679448237581788,0.05719185253351193,3,65-74
-1.636082218503421,1.0436138393254655,0,65-74
-0.8967520444577747,-0.5467062631354684,3,65-74
-0.9370727492867447,-0.0574455024989618,3,65-74
-0.8294778724300118,0.7281813923918639,0,45-54
-0.44643111624238857,-0.23579179980107015,3,
0.4036253976514393,1.519381505484477,0,
2.8074501565971803,-0.11057390802694791,2,45-54
2.6389269334392393,2.0631554387347726,2,35-44
-1.3066864278934271,0.10392470830257318,3,
-0.41538737671943665,0.20922075716068644,3,
-0.7169922352961573,-0.46297924221283004,3,45-54
0.9445648197627364,-0.6005190683966121,1,55-64
-1.4412759381843943,2.304384780862928,0,55-64
-0.7214443516803186,0.41640824708502405,3,55-64
-0.13665121648462764,1.2815289087895783,0,55-64
1.1088492174019213,-1.2485880739417752,1,65-74
0.2485939057508828,-0.9088715658381317,1,75 or older
-1.38583988755989,-0.17072377179054038,3,55-64
-1.1393394154820298,0.18849262276097173,3,75 or older
1.4488273351588168,-1.1459291929137634,1,45-54
-1.7845869355955777,0.995050091376474,0,45-54
-1.636082218503421,1.0436138393254655,0,
-0.5394280026568175,-0.4629173968718147,3,65-74
-1.3066864278934271,0.10392470830257318,3,45-54
1.9587786936105953,-0.09784325711389708,2,45-54
-0.09014769838436537,-0.8621387100690704,1,55-64
1.680042533375786,-1.1701514087427891,1,
-1.529775211376112,1.1367800255159828,0,65-74
-0.9179771456217294,-0.43942336295508094,3,65-74
-1.199344859382469,1.3075336301589249,0,55-64
0.9532043736866945,-0.6923598254113128,1,65-74
0.9174415580146152,-1.2011270362604218,1,55-64
-1.636082218503421,1.0436138393254655,0,55-64
1.6899004937319417,1.1900865934302973,2,65-74
4.5497985255291145,0.7439151085969996,2,35-44
2.436679201312746,-0.9889686401877981,2,65-74
0.3759259337800937,1.0226424302384332,0,55-64
0.33069937862263205,-0.4544524092942175,1,75 or older
1.680042533375786,-1.1701514087427891,1,65-74
3.1542185879385323,-0.13685817711547069,2,65-74
-1.636082218503421,1.0436138393254655,0,45-54
-1.0729157297356597,1.1016019178439131,0,65-74
-1.3573460582686117,2.115921990954358,0,55-64
1.832270175264822,0.6029205377211886,2,25-34
1.773244753281493,-0.6614560550662107,1,55-64
-1.636082218503421,1.0436138393254655,0,55-64
0.2485939057508828,-0.9088715658381317,1,35-44
-0.9567574883582141,0.5723347442624847,0,75 or older
-0.11801534754950498,1.2079366693613898,0,65-74
-1.3066864278934271,0.10392470830257318,3,75 or older
-1.3066864278934271,0.10392470830257318,3,45-54
0.5091675795939493,1.003356405974709,0,65-74
-1.7845869355955777,0.995050091376474,0,
-0.05772183397069073,-0.7791398710587243,1,75 or older
-0.2942034743533526,1.537280146662907,0,
0.8370937156160608,0.9410679703767795,1,65-74
-0.9179771456217294,-0.43942336295508094,3,65-74
-0.5761729267142688,0.24648070127941926,3,55-64
-1.3573460582686117,2.115921990954358,0,
2.6478242509451033,-1.532378556786468,2,65-74
-1.69608766240386,2.1626548467234192,0,35-44
4.815199441523901,3.247099480492532,2,35-44
3.4725140985253242,1.854576017857837,2,55-64
0.3695190433562752,0.34173202851915924,1,65-74
-0.09014769838436537,-0.8621387100690704,1,75 or older
-1.3066864278934271,0.10392470830257318,3,
0.015401804412442084,1.3460117445892226,0,55-64
0.6754197650906749,0.7972396150943702,1,55-64
2.9892366483514876,-0.8369397355606235,2,55-64
-0.8643261800441001,-0.4637074241251224,3,45-54
0.25237736205440553,2.3706878885707177,0,35-44
2.401304844798452,1.4064672528445241,2,55-64
-1.1614150029273773,-0.0660028375030316,3,65-74
-0.16551770174730582,2.1427722642466653,0,65-74
0.9710925235922447,-1.2254110974304633,1,55-64
-0.2889370321876598,-0.7549176552296982,3,45-54
3.3392975517342456,-0.28354690106874797,2,55-64
-0.8967520444577747,-0.5467062631354684,3,75 or older
-0.1401153765208149,-0.36552349458047745,1,75 or older
0.027231635890582067,-0.28095558012207905,1,
1.9755114194767784,-0.9073941803261442,1,55-64
-0.8967520444577747,-0.5467062631354684,3,55-64
-0.7150261098343877,2.448558549565919,0,45-54
-1.69608766240386,2.1626548467234192,0,65-74
1.5164184457612682,0.4697888753137984,1,75 or older
-1.7845869355955777,0.995050091376474,0,55-64
-0.9243316239445395,0.6553335832728308,0,75 or older
2.0854055319880858,0.16917496823047048,2,55-64
-1.69608766240386,2.1626548467234192,0,
-1.636082218503421,1.0436138393254655,0,45-54
-1.1393394154820298,0.18849262276097173,3,65-74
0.380418309077865,1.7249104532702926,0,55-64
0.09249565581423706,4.639333700267142,0,35-44
-0.2889370321876598,-0.7549176552296982,3,65-74
-1.69608766240386,2.1626548467234192,0,
-0.4906838561937548,2.4571158845699888,0,45-54
0.12675861090597101,1.972092395410259,0,65-74
1.597595559556248,-0.5524210708036386,1,45-54
-0.5761729267142688,0.24648070127941926,3,75 or older
0.4853416317485339,-0.423660234246772,1,65-74
1.1541892840122665,-0.7159157046690621,1,35-44
-1.636082218503421,1.0436138393254655,0,
0.2810197701645577,-0.8258727268277856,1,75 or older
2.439089948148446,1.0922089549920662,2,65-74
-0.09014769838436537,-0.8621387100690704,1,65-74
-1.3573460582686117,2.115921990954358,0,65-74
0.908286494916465,0.337169854707799,1,55-64
4.479382453127529,1.0056991103644268,2,55-64
-0.2004377589959422,0.41268710011724646,0,
-1.3066864278934271,0.10392470830257318,3,35-44
2.293325858729104,6.611739807597074,0,65-74
-0.8294778724300118,0.7281813923918639,0,65-74
2.9100831886850247,-1.111588215653737,2,55-64
-0.9179771456217294,-0.43942336295508094,3,65-74
1.773244753281493,-0.6614560550662107,1,65-74
0.10843319121152493,0.01579917743834789,1,45-54
-0.8294778724300118,0.7281813923918639,0,45-54
-1.69608766240386,2.1626548467234192,0,45-54
3.2370561067484984,0.3947843475641814,2,55-64
2.2589617260926205,0.4617033467487637,2,35-44
1.5024783007364462,-1.1702132540838048,1,65-74
-0.061653869093087274,1.4245070526758272,0,65-74
1.680042533375786,-1.1701514087427891,1,75 or older
-0.9179771456217294,-0.43942336295508094,3,45-54
0.02960666687681272,0.34062931825152126,1,65-74
-0.5323748894933079,-0.3814971297776488,3,75 or older
0.3022448713285122,-0.933155627008173,1,65-74
-1.3066864278934271,0.10392470830257318,3,65-74
1.399147726700742,-1.5173495104473316,1,65-74
-1.69608766240386,2.1626548467234192,0,65-74
1.61970143649016,-0.28723549052933867,1,45-54
-1.3666918717938663,1.2229657157005263,0,45-54
-1.69608766240386,2.1626548467234192,0,75 or older
0.664848637610817,0.7105903801598482,1,65-74
1.193535204849066,-0.4645060464282759,1,45-54
-1.636082218503421,1.0436138393254655,0,55-64
-1.0729157297356597,1.1016019178439131,0,65-74
2.1159655667152064,0.5065786946854217,2,45-54
0.22101432626411838,0.2931682805701677,1,45-54
1.3216848794698208,4.242178373725689,0,
-1.4213939910771427,2.073998011584462,0,75 or older
-1.3666918717938663,1.2229657157005263,0,65-74
-1.095541378261069,-0.4394852082960963,3,65-74
3.8128465966636234,-0.06704790671943792,2,75 or older
0.07248263257400633,2.5151039630884364,0,45-54
3.0657193147468145,-1.3044629324624157,2,65-74
0.020451603778662047,1.8789262092197416,0,45-54
0.7701076132666731,-1.2018552181727138,1,55-64
2.416554471728317,2.0997019207362984,2,65-74
-1.1393394154820298,0.18849262276097173,3,45-54
0.7701076132666731,-1.2018552181727138,1,75 or older
-1.1614150029273773,-0.0660028375030316,3,65-74
-0.09014769838436537,-0.8621387100690704,1,55-64
-1.7845869355955777,0.995050091376474,0,65-74
-0.09014769838436537,-0.8621387100690704,1,55-64
-0.09014769838436537,-0.8621387100690704,1,65-74
-1.7845869355955777,0.995050091376474,0,
1.3888218912583776,-0.026888185515809963,1,75 or older
2.1039328156285197,0.40775134064382096,2,
-0.8894833163304512,1.847222399789817,0,45-54
-1.636082218503421,1.0436138393254655,0,75 or older
0.8373133143559822,-0.7351050974762422,1,55-64
-0.2889370321876598,-0.7549176552296982,3,55-64
